dim_browser,dim_deviceCategory,dim_date,sessions,transactions,QTY
YaBrowser,desktop,5/24/13,1,0,0
(not set),mobile,5/24/13,0,0,0
Chrome,desktop,5/25/13,37613,1042,1906
Safari,mobile,5/25/13,35493,770,1444
Safari,desktop,5/25/13,11035,343,686
Firefox,desktop,5/25/13,7349,369,533
Chrome,mobile,5/25/13,7182,71,132
Safari,tablet,5/25/13,6569,157,361
Internet Explorer,desktop,5/25/13,5194,208,355
Safari (in-app),mobile,5/25/13,3837,16,23
Edge,desktop,5/25/13,3390,145,289
Android Webview,mobile,5/25/13,1652,3,4
Safari (in-app),tablet,5/25/13,1506,5,11
Amazon Silk,tablet,5/25/13,788,13,27
Samsung Internet,mobile,5/25/13,689,14,26
Chrome,tablet,5/25/13,687,59,99
Internet Explorer,tablet,5/25/13,186,3,8
Firefox,mobile,5/25/13,92,4,6
Opera,desktop,5/25/13,56,0,0
BlackBerry,mobile,5/25/13,50,0,0
Samsung Internet,tablet,5/25/13,37,0,0
Android Webview,tablet,5/25/13,29,0,0
Android Browser,tablet,5/25/13,22,0,0
error,desktop,5/25/13,22,0,0
Android Browser,mobile,5/25/13,19,0,0
Edge,mobile,5/25/13,15,0,0
SeaMonkey,desktop,5/25/13,15,0,0
Amazon Silk,mobile,5/25/13,11,0,0
Internet Explorer,mobile,5/25/13,5,0,0
Mozilla Compatible Agent,desktop,5/25/13,5,0,0
Mozilla,desktop,5/25/13,4,0,0
Coc Coc,desktop,5/25/13,2,0,0
osee2unifiedRelease,mobile,5/25/13,2,0,0
Samsung Internet,desktop,5/25/13,2,0,0
Edge,tablet,5/25/13,1,0,0
Maxthon,desktop,5/25/13,1,0,0
UC Browser,mobile,5/25/13,1,0,0
YaBrowser,desktop,5/25/13,1,0,0
(not set),mobile,5/25/13,0,0,0
DDG-Android-3.1.1,desktop,5/25/13,0,0,0
Opera,mobile,5/25/13,0,0,0
Opera,tablet,5/25/13,0,0,0
Opera Mini,mobile,5/25/13,0,0,0
Safari,tablet,5/26/13,10581,162,357
Chrome,desktop,5/26/13,10289,177,414
Safari,desktop,5/26/13,9467,368,698
Safari (in-app),tablet,5/26/13,3010,24,30
Internet Explorer,desktop,5/26/13,2924,49,0
Firefox,desktop,5/26/13,1301,40,65
Safari (in-app),mobile,5/26/13,1146,1,4
Amazon Silk,tablet,5/26/13,713,8,15
Android Webview,mobile,5/26/13,263,0,0
Internet Explorer,tablet,5/26/13,84,0,0
Mozilla Compatible Agent,desktop,5/26/13,62,0,0
Android Webview,tablet,5/26/13,55,0,0
Opera,desktop,5/26/13,40,0,5
Samsung Internet,tablet,5/26/13,23,0,3
Amazon Silk,mobile,5/26/13,21,0,0
DESKTOP,desktop,5/26/13,13,0,0
BlackBerry,mobile,5/26/13,7,0,0
Android Browser,tablet,5/26/13,5,0,0
error,desktop,5/26/13,5,0,0
Internet Explorer,mobile,5/26/13,4,0,0
Mozilla,desktop,5/26/13,4,0,0
UC Browser,mobile,5/26/13,3,0,0
(not set),mobile,5/26/13,2,0,0
Edge,mobile,5/26/13,2,0,0
Edge,tablet,5/26/13,2,0,0
Firefox,mobile,5/26/13,2,0,0
MRCHROME,desktop,5/26/13,2,0,0
Firefox,tablet,5/26/13,1,0,0
Apple-iPhone7C2,desktop,5/26/13,0,0,0
Truefitbot,desktop,5/26/13,0,0,0
Safari,mobile,5/27/13,8977,102,198
Chrome,desktop,5/27/13,7128,295,433
Safari (in-app),mobile,5/27/13,1655,6,11
Chrome,mobile,5/27/13,1588,6,12
Internet Explorer,desktop,5/27/13,1511,56,5
Edge,desktop,5/27/13,475,24,31
Amazon Silk,tablet,5/27/13,289,0,1
Chrome,tablet,5/27/13,242,3,0
Android Webview,mobile,5/27/13,179,1,4
Opera,desktop,5/27/13,69,6,11
Android Webview,tablet,5/27/13,68,0,0
Firefox,mobile,5/27/13,12,2,1
SeaMonkey,desktop,5/27/13,11,1,1
error,desktop,5/27/13,10,0,0
Internet Explorer,tablet,5/27/13,8,0,0
BlackBerry,mobile,5/27/13,6,0,0
Opera Mini,mobile,5/27/13,5,0,0
Edge,tablet,5/27/13,4,0,0
Mozilla Compatible Agent,desktop,5/27/13,3,0,0
osee2unifiedRelease,mobile,5/27/13,3,0,0
Edge,mobile,5/27/13,1,0,0
Android Browser,tablet,5/27/13,0,0,0
Samsung Internet,desktop,5/27/13,0,0,0
Safari,mobile,5/28/13,4140,41,60
Chrome,desktop,5/28/13,3652,80,191
Safari,tablet,5/28/13,3127,73,113
Chrome,mobile,5/28/13,1058,17,38
Chrome,tablet,5/28/13,416,28,50
Safari (in-app),mobile,5/28/13,366,0,0
Internet Explorer,tablet,5/28/13,158,10,0
Android Webview,mobile,5/28/13,155,0,0
Samsung Internet,tablet,5/28/13,27,0,0
Firefox,mobile,5/28/13,24,0,0
SeaMonkey,desktop,5/28/13,11,1,0
Android Webview,tablet,5/28/13,8,0,0
error,desktop,5/28/13,7,0,0
Amazon Silk,mobile,5/28/13,6,0,0
Android Browser,tablet,5/28/13,1,0,0
Safari,mobile,5/29/13,40480,556,1019
Safari,desktop,5/29/13,22686,1078,2167
Safari,tablet,5/29/13,8005,202,390
Firefox,desktop,5/29/13,4832,146,302
Chrome,desktop,5/29/13,3592,146,278
Chrome,mobile,5/29/13,3499,31,83
Internet Explorer,desktop,5/29/13,2360,37,59
Safari (in-app),tablet,5/29/13,1811,10,34
Safari (in-app),mobile,5/29/13,1386,8,6
Edge,desktop,5/29/13,968,57,166
Chrome,tablet,5/29/13,665,12,15
Android Webview,mobile,5/29/13,573,0,2
Amazon Silk,tablet,5/29/13,383,2,0
Samsung Internet,mobile,5/29/13,262,1,2
Firefox,mobile,5/29/13,73,0,0
Internet Explorer,mobile,5/29/13,38,0,0
Opera,desktop,5/29/13,38,2,1
error,desktop,5/29/13,22,0,0
BlackBerry,mobile,5/29/13,16,0,0
Edge,tablet,5/29/13,7,0,0
Opera,tablet,5/29/13,6,0,0
Amazon Silk,mobile,5/29/13,5,0,0
Edge,mobile,5/29/13,5,0,0
Android Webview,tablet,5/29/13,3,0,0
NokiaC7-00,mobile,5/29/13,2,0,0
(not set),tablet,5/29/13,1,0,0
Chromeless 1.2.0,desktop,5/29/13,1,0,0
Firefox,tablet,5/29/13,1,0,0
Maxthon,desktop,5/29/13,1,0,0
Safari (in-app),desktop,5/29/13,1,0,0
YaBrowser,tablet,5/29/13,1,0,0
Mozilla,desktop,5/29/13,0,0,0
UC Browser,mobile,5/29/13,0,0,0
Safari,mobile,5/30/13,16844,201,367
Chrome,desktop,5/30/13,13382,360,693
Safari,tablet,5/30/13,8649,150,266
Firefox,desktop,5/30/13,1826,89,188
Safari (in-app),mobile,5/30/13,1360,7,12
Edge,desktop,5/30/13,1220,31,32
Chrome,mobile,5/30/13,998,7,8
Internet Explorer,desktop,5/30/13,830,17,3
Chrome,tablet,5/30/13,655,17,40
Samsung Internet,mobile,5/30/13,603,0,5
Safari (in-app),tablet,5/30/13,301,1,7
Android Webview,mobile,5/30/13,205,0,0
Android Webview,tablet,5/30/13,140,0,0
Opera,desktop,5/30/13,52,0,0
Amazon Silk,tablet,5/30/13,49,0,1
Firefox,mobile,5/30/13,26,0,0
BlackBerry,mobile,5/30/13,23,0,0
error,desktop,5/30/13,15,0,0
Amazon Silk,mobile,5/30/13,12,0,0
Mozilla,desktop,5/30/13,10,0,0
Internet Explorer,mobile,5/30/13,8,0,0
Edge,mobile,5/30/13,7,0,0
SeaMonkey,desktop,5/30/13,5,0,0
Mozilla Compatible Agent,desktop,5/30/13,2,0,0
osee2unifiedRelease,mobile,5/30/13,2,0,0
(not set),mobile,5/30/13,1,0,0
Android Browser,mobile,5/30/13,1,0,0
Edge,tablet,5/30/13,1,0,0
UC Browser,mobile,5/30/13,0,0,0
Safari,desktop,5/31/13,20696,1008,1907
Chrome,desktop,5/31/13,10627,420,901
Chrome,mobile,5/31/13,4568,32,36
Safari,mobile,5/31/13,3653,28,48
Safari,tablet,5/31/13,2397,41,78
Edge,desktop,5/31/13,1762,74,107
Chrome,tablet,5/31/13,1640,22,38
Internet Explorer,desktop,5/31/13,726,40,61
Android Webview,mobile,5/31/13,594,0,0
Samsung Internet,mobile,5/31/13,500,1,3
Safari (in-app),mobile,5/31/13,496,0,1
Amazon Silk,tablet,5/31/13,307,4,2
Internet Explorer,mobile,5/31/13,184,9,2
Internet Explorer,tablet,5/31/13,121,3,0
Android Webview,tablet,5/31/13,45,0,0
Opera,desktop,5/31/13,40,0,0
Firefox,mobile,5/31/13,35,0,0
Samsung Internet,tablet,5/31/13,35,2,0
Mozilla,desktop,5/31/13,19,0,0
Edge,mobile,5/31/13,15,0,0
BlackBerry,mobile,5/31/13,14,0,0
Android Browser,mobile,5/31/13,9,0,0
SeaMonkey,desktop,5/31/13,8,0,0
error,desktop,5/31/13,7,0,0
Safari (in-app),desktop,5/31/13,6,0,0
Opera,tablet,5/31/13,4,0,0
Opera,mobile,5/31/13,3,0,0
Puffin,mobile,5/31/13,2,0,0
Firefox,tablet,5/31/13,0,0,0
Safari,mobile,6/1/13,29918,299,553
Safari,tablet,6/1/13,18211,706,1317
Safari,desktop,6/1/13,9007,362,617
Firefox,desktop,6/1/13,8493,352,639
Chrome,desktop,6/1/13,6289,112,206
Chrome,mobile,6/1/13,5504,68,125
Edge,desktop,6/1/13,2022,25,37
Safari (in-app),mobile,6/1/13,1441,11,26
Safari (in-app),tablet,6/1/13,1103,4,1
Chrome,tablet,6/1/13,778,5,19
Android Webview,mobile,6/1/13,515,5,6
Internet Explorer,tablet,6/1/13,210,7,0
Amazon Silk,tablet,6/1/13,144,0,3
Opera,desktop,6/1/13,89,0,0
Android Webview,tablet,6/1/13,63,1,2
Android Browser,mobile,6/1/13,38,0,0
BlackBerry,mobile,6/1/13,32,0,0
Firefox,mobile,6/1/13,31,0,3
error,desktop,6/1/13,25,0,0
Android Browser,tablet,6/1/13,19,0,0
Opera Mini,mobile,6/1/13,5,0,0
Mozilla,desktop,6/1/13,4,0,0
Iron,mobile,6/1/13,3,0,0
Maxthon,desktop,6/1/13,3,0,0
Firefox,tablet,6/1/13,2,0,0
Opera,tablet,6/1/13,2,0,0
Puffin,tablet,6/1/13,2,0,0
Safari (in-app),desktop,6/1/13,2,0,0
UC Browser,tablet,6/1/13,2,0,0
YaBrowser,desktop,6/1/13,2,0,0
Amazon Silk,mobile,6/1/13,1,0,0
Android Webview,desktop,6/1/13,1,0,0
Edge,mobile,6/1/13,1,0,0
Opera,mobile,6/1/13,1,0,0
YaBrowser,tablet,6/1/13,1,0,0
(not set),mobile,6/1/13,0,0,0
SeaMonkey,desktop,6/1/13,0,0,0
Safari,mobile,6/2/13,20769,442,763
Chrome,desktop,6/2/13,9416,273,542
Safari,desktop,6/2/13,8200,217,417
Safari,tablet,6/2/13,4361,169,301
Internet Explorer,desktop,6/2/13,2148,44,8
Firefox,desktop,6/2/13,1521,86,119
Edge,desktop,6/2/13,1412,28,74
Chrome,tablet,6/2/13,789,13,29
Chrome,mobile,6/2/13,703,4,18
Amazon Silk,tablet,6/2/13,409,4,5
Android Webview,mobile,6/2/13,409,4,5
Internet Explorer,tablet,6/2/13,338,12,10
Android Browser,mobile,6/2/13,36,0,0
Internet Explorer,mobile,6/2/13,36,0,0
Firefox,mobile,6/2/13,25,0,0
Android Webview,tablet,6/2/13,22,0,0
Amazon Silk,mobile,6/2/13,19,3,3
Opera,desktop,6/2/13,18,2,3
BlackBerry,mobile,6/2/13,11,0,0
Edge,mobile,6/2/13,10,0,0
SeaMonkey,desktop,6/2/13,8,0,0
Mozilla Compatible Agent,desktop,6/2/13,4,0,0
osee2unifiedRelease,mobile,6/2/13,4,0,0
error,desktop,6/2/13,3,0,0
Edge,tablet,6/2/13,2,0,0
Opera,mobile,6/2/13,2,0,0
Puffin,mobile,6/2/13,2,0,0
YaBrowser,desktop,6/2/13,2,0,0
Iron,mobile,6/2/13,1,0,0
Maxthon,desktop,6/2/13,1,0,0
Opera Mini,mobile,6/2/13,1,0,0
Mozilla,desktop,6/2/13,0,0,0
Opera,tablet,6/2/13,0,0,0
Safari,desktop,6/3/13,13173,403,781
Chrome,desktop,6/3/13,9548,347,722
Safari,mobile,6/3/13,4087,78,107
Chrome,mobile,6/3/13,1883,11,54
Edge,desktop,6/3/13,1023,36,61
Safari (in-app),tablet,6/3/13,957,7,12
Chrome,tablet,6/3/13,562,11,4
Amazon Silk,tablet,6/3/13,331,0,1
Android Webview,mobile,6/3/13,257,3,3
Safari (in-app),mobile,6/3/13,242,0,0
Samsung Internet,mobile,6/3/13,207,0,0
Internet Explorer,tablet,6/3/13,141,8,0
Internet Explorer,mobile,6/3/13,101,5,20
Samsung Internet,tablet,6/3/13,39,0,0
Opera,desktop,6/3/13,36,4,5
Firefox,mobile,6/3/13,34,0,0
BlackBerry,mobile,6/3/13,15,0,0
SeaMonkey,desktop,6/3/13,13,1,4
Edge,mobile,6/3/13,9,0,0
error,desktop,6/3/13,9,0,0
Opera Mini,mobile,6/3/13,3,0,0
osee2unifiedRelease,tablet,6/3/13,2,0,0
UC Browser,mobile,6/3/13,2,0,0
YaBrowser,desktop,6/3/13,2,0,0
Android Browser,mobile,6/3/13,1,0,0
Coc Coc,desktop,6/3/13,1,0,0
Iron,desktop,6/3/13,1,0,0
Mozilla Compatible Agent,desktop,6/3/13,1,0,0
Opera,mobile,6/3/13,1,0,0
osee2unifiedRelease,mobile,6/3/13,1,0,0
Samsung Internet,desktop,6/3/13,1,0,0
Maxthon,desktop,6/3/13,0,0,0
Safari,mobile,6/4/13,11590,269,482
Firefox,desktop,6/4/13,6008,164,333
Safari,tablet,6/4/13,2900,88,177
Safari (in-app),mobile,6/4/13,1026,4,10
Internet Explorer,desktop,6/4/13,882,30,0
Safari (in-app),tablet,6/4/13,481,6,6
Samsung Internet,mobile,6/4/13,363,2,4
Android Webview,mobile,6/4/13,156,0,0
Android Webview,tablet,6/4/13,81,2,1
BlackBerry,mobile,6/4/13,28,0,0
Samsung Internet,tablet,6/4/13,21,0,0
SeaMonkey,desktop,6/4/13,14,0,0
Opera,desktop,6/4/13,8,0,0
Amazon Silk,mobile,6/4/13,2,0,0
Mozilla,desktop,6/4/13,2,0,0
Opera Mini,mobile,6/4/13,1,0,0
(not set),mobile,6/4/13,0,0,0
Edge,mobile,6/4/13,0,0,0
Firefox,tablet,6/4/13,0,0,0
Mozilla Compatible Agent,desktop,6/4/13,0,0,0
Safari,mobile,6/5/13,24595,304,630
Chrome,desktop,6/5/13,16938,517,992
Safari (in-app),mobile,6/5/13,5444,9,14
Chrome,mobile,6/5/13,4424,32,48
Safari,desktop,6/5/13,4020,115,288
Safari,tablet,6/5/13,3839,99,149
Internet Explorer,desktop,6/5/13,2802,99,43
Firefox,desktop,6/5/13,2000,68,113
Chrome,tablet,6/5/13,682,6,11
Android Webview,mobile,6/5/13,250,0,3
Safari (in-app),tablet,6/5/13,190,0,0
Samsung Internet,mobile,6/5/13,135,3,13
Internet Explorer,tablet,6/5/13,85,11,0
Amazon Silk,tablet,6/5/13,50,0,0
Opera,desktop,6/5/13,22,2,6
Android Webview,tablet,6/5/13,16,0,0
Edge,mobile,6/5/13,14,0,0
Firefox,mobile,6/5/13,14,0,0
Android Browser,mobile,6/5/13,13,0,0
error,desktop,6/5/13,13,0,0
BlackBerry,mobile,6/5/13,4,0,0
SeaMonkey,desktop,6/5/13,4,0,0
Android Browser,tablet,6/5/13,2,0,0
Opera,mobile,6/5/13,2,0,0
Opera Mini,mobile,6/5/13,2,0,0
(not set),mobile,6/5/13,1,0,0
Edge,tablet,6/5/13,1,0,0
Mozilla Compatible Agent,desktop,6/5/13,1,0,0
osee2unifiedRelease,mobile,6/5/13,1,0,0
Firefox,tablet,6/5/13,0,0,0
Safari,tablet,6/6/13,28902,615,1206
Safari,mobile,6/6/13,4541,54,104
Internet Explorer,desktop,6/6/13,3666,185,0
Safari,desktop,6/6/13,2548,140,282
Edge,desktop,6/6/13,2535,81,138
Chrome,mobile,6/6/13,1288,26,33
Safari (in-app),mobile,6/6/13,844,2,1
Samsung Internet,mobile,6/6/13,603,3,4
Chrome,tablet,6/6/13,503,4,2
Internet Explorer,tablet,6/6/13,269,3,0
Amazon Silk,tablet,6/6/13,148,0,0
Android Webview,mobile,6/6/13,136,2,2
Internet Explorer,mobile,6/6/13,99,2,13
Firefox,mobile,6/6/13,28,0,0
Samsung Internet,tablet,6/6/13,23,0,4
Android Webview,tablet,6/6/13,12,0,0
error,desktop,6/6/13,10,0,0
Edge,mobile,6/6/13,8,0,0
Amazon Silk,mobile,6/6/13,5,0,0
Android Browser,tablet,6/6/13,4,0,0
Coc Coc,desktop,6/6/13,3,0,0
Maxthon,desktop,6/6/13,3,0,0
Iron,mobile,6/6/13,2,0,0
Opera,mobile,6/6/13,2,0,0
Safari (in-app),desktop,6/6/13,2,0,0
Android Browser,mobile,6/6/13,1,0,0
Mozilla Compatible Agent,desktop,6/6/13,1,0,0
Samsung Internet,desktop,6/6/13,1,0,0
SeaMonkey,desktop,6/6/13,1,0,0
UC Browser,mobile,6/6/13,1,0,0
Safari,tablet,6/7/13,8149,107,233
Safari,mobile,6/7/13,7482,96,157
Edge,desktop,6/7/13,2531,84,178
Chrome,desktop,6/7/13,2284,54,93
Safari,desktop,6/7/13,2155,60,179
Chrome,mobile,6/7/13,1641,9,16
Safari (in-app),mobile,6/7/13,908,3,7
Chrome,tablet,6/7/13,862,18,38
Android Webview,mobile,6/7/13,690,3,8
Amazon Silk,tablet,6/7/13,320,9,5
Internet Explorer,tablet,6/7/13,261,5,1
Mozilla Compatible Agent,desktop,6/7/13,216,0,0
Internet Explorer,mobile,6/7/13,196,7,24
Safari (in-app),tablet,6/7/13,165,0,0
Samsung Internet,mobile,6/7/13,88,0,0
Samsung Internet,tablet,6/7/13,70,5,11
Opera,desktop,6/7/13,40,0,4
Firefox,mobile,6/7/13,34,0,0
BlackBerry,mobile,6/7/13,21,0,0
Android Webview,tablet,6/7/13,14,0,0
error,desktop,6/7/13,9,0,0
Amazon Silk,mobile,6/7/13,8,0,0
Android Browser,tablet,6/7/13,5,0,0
Mozilla,desktop,6/7/13,5,0,0
YaBrowser,mobile,6/7/13,4,0,0
Edge,mobile,6/7/13,3,0,0
Opera Mini,mobile,6/7/13,3,0,0
(not set),tablet,6/7/13,2,0,0
(not set),mobile,6/7/13,1,0,0
Edge,tablet,6/7/13,0,0,0
osee2unifiedRelease,mobile,6/7/13,0,0,0
Safari,mobile,6/8/13,24134,416,712
Chrome,desktop,6/8/13,22683,1398,2461
Safari,tablet,6/8/13,22612,1216,1956
Safari,desktop,6/8/13,12830,508,915
Chrome,mobile,6/8/13,3623,37,68
Firefox,desktop,6/8/13,2377,62,120
Safari (in-app),tablet,6/8/13,2269,18,42
Safari (in-app),mobile,6/8/13,1513,9,12
Android Webview,mobile,6/8/13,1303,2,6
Chrome,tablet,6/8/13,1148,18,23
Edge,desktop,6/8/13,637,21,42
Amazon Silk,tablet,6/8/13,377,5,6
Samsung Internet,mobile,6/8/13,246,3,6
Firefox,mobile,6/8/13,111,0,0
Internet Explorer,tablet,6/8/13,105,4,0
Internet Explorer,mobile,6/8/13,74,0,7
Samsung Internet,tablet,6/8/13,73,4,0
Opera,desktop,6/8/13,16,0,0
Mozilla,desktop,6/8/13,10,0,0
error,desktop,6/8/13,5,0,0
SeaMonkey,desktop,6/8/13,4,0,0
BlackBerry,mobile,6/8/13,2,0,0
Maxthon,desktop,6/8/13,2,0,0
Opera,tablet,6/8/13,2,0,0
UC Browser,mobile,6/8/13,2,0,0
BrowserNG,mobile,6/8/13,1,0,0
Edge,tablet,6/8/13,1,0,0
Opera,mobile,6/8/13,1,0,0
Puffin,desktop,6/8/13,1,0,0
MRCHROME,desktop,6/8/13,0,0,0
UC Browser,tablet,6/8/13,0,0,0
YaBrowser,desktop,6/8/13,0,0,0
Safari,mobile,6/9/13,15946,261,583
Safari,tablet,6/9/13,14251,563,1112
Chrome,desktop,6/9/13,12426,310,749
Safari,desktop,6/9/13,5572,194,325
Firefox,desktop,6/9/13,2276,61,127
Safari (in-app),mobile,6/9/13,1617,22,32
Internet Explorer,desktop,6/9/13,1168,28,0
Safari (in-app),tablet,6/9/13,601,4,4
Samsung Internet,mobile,6/9/13,435,1,1
Android Webview,mobile,6/9/13,374,1,3
Amazon Silk,tablet,6/9/13,306,3,13
Internet Explorer,tablet,6/9/13,184,26,0
Internet Explorer,mobile,6/9/13,167,3,6
Firefox,mobile,6/9/13,31,0,0
BlackBerry,mobile,6/9/13,17,0,0
Opera,desktop,6/9/13,13,0,0
Android Webview,tablet,6/9/13,11,0,0
error,desktop,6/9/13,11,0,0
Android Browser,tablet,6/9/13,7,0,0
SeaMonkey,desktop,6/9/13,4,0,0
Edge,mobile,6/9/13,3,0,0
Maxthon,desktop,6/9/13,3,0,0
DDG-Android-3.1.1,desktop,6/9/13,2,0,0
Mozilla Compatible Agent,desktop,6/9/13,2,0,0
Opera Mini,mobile,6/9/13,2,0,0
Coc Coc,desktop,6/9/13,1,0,0
Firefox,tablet,6/9/13,1,0,0
Puffin,desktop,6/9/13,1,0,0
Edge,tablet,6/9/13,0,0,0
Opera,mobile,6/9/13,0,0,0
Safari,mobile,6/10/13,19961,193,351
Chrome,desktop,6/10/13,13834,563,989
Safari,desktop,6/10/13,9117,368,785
Safari,tablet,6/10/13,4850,92,126
Safari (in-app),mobile,6/10/13,4473,40,57
Internet Explorer,desktop,6/10/13,3562,90,114
Chrome,mobile,6/10/13,2312,22,27
Edge,desktop,6/10/13,1270,45,70
Safari (in-app),tablet,6/10/13,599,10,27
Chrome,tablet,6/10/13,481,46,56
Amazon Silk,tablet,6/10/13,446,7,17
Android Webview,mobile,6/10/13,161,0,0
Android Webview,tablet,6/10/13,131,1,1
Samsung Internet,mobile,6/10/13,119,1,7
Firefox,mobile,6/10/13,45,0,0
Opera,desktop,6/10/13,44,0,0
Edge,mobile,6/10/13,19,0,0
error,desktop,6/10/13,10,0,0
Android Browser,mobile,6/10/13,7,0,0
Android Browser,tablet,6/10/13,6,0,0
Amazon Silk,mobile,6/10/13,5,0,0
Maxthon,desktop,6/10/13,5,0,0
Opera,mobile,6/10/13,5,0,0
Coc Coc,desktop,6/10/13,4,0,0
Internet Explorer,mobile,6/10/13,4,0,0
SeaMonkey,desktop,6/10/13,4,0,0
Opera Mini,mobile,6/10/13,3,0,0
osee2unifiedRelease,mobile,6/10/13,3,0,0
Puffin,desktop,6/10/13,2,0,0
YaBrowser,mobile,6/10/13,2,0,0
Edge,tablet,6/10/13,1,0,0
Firefox,tablet,6/10/13,0,0,0
Safari,mobile,6/11/13,4093,25,60
Safari,tablet,6/11/13,3078,67,136
Chrome,mobile,6/11/13,2327,9,17
Edge,desktop,6/11/13,2065,41,72
Safari (in-app),tablet,6/11/13,2026,14,26
Firefox,desktop,6/11/13,1693,59,134
Samsung Internet,mobile,6/11/13,350,1,5
Internet Explorer,tablet,6/11/13,166,0,0
Chrome,tablet,6/11/13,151,2,2
Amazon Silk,tablet,6/11/13,139,0,0
Samsung Internet,tablet,6/11/13,76,7,5
Firefox,mobile,6/11/13,37,0,0
Opera,desktop,6/11/13,21,0,0
error,desktop,6/11/13,15,0,0
Amazon Silk,mobile,6/11/13,11,0,0
Opera,mobile,6/11/13,9,0,0
Android Webview,tablet,6/11/13,3,0,0
Edge,tablet,6/11/13,3,0,0
BlackBerry,mobile,6/11/13,2,0,0
Maxthon,desktop,6/11/13,2,0,0
YaBrowser,desktop,6/11/13,2,0,0
Iron,mobile,6/11/13,0,0,0
Mozilla Compatible Agent,desktop,6/11/13,0,0,0
Chrome,desktop,6/12/13,6311,47,86
Safari,mobile,6/12/13,5946,50,64
Internet Explorer,desktop,6/12/13,1585,33,59
Chrome,tablet,6/12/13,1133,22,48
Safari (in-app),tablet,6/12/13,923,5,3
Chrome,mobile,6/12/13,818,2,5
Edge,desktop,6/12/13,772,39,76
Android Webview,mobile,6/12/13,628,1,2
Safari (in-app),mobile,6/12/13,625,5,6
Internet Explorer,tablet,6/12/13,183,5,2
Amazon Silk,tablet,6/12/13,109,2,4
Opera,desktop,6/12/13,17,0,1
Edge,mobile,6/12/13,11,0,0
error,desktop,6/12/13,3,0,0
YaBrowser,desktop,6/12/13,3,0,0
Mozilla,desktop,6/12/13,2,0,0
Opera,mobile,6/12/13,1,0,0
Opera,tablet,6/12/13,1,0,0
Opera Mini,mobile,6/12/13,1,0,0
Maxthon,desktop,6/12/13,0,0,0
UC Browser,tablet,6/12/13,0,0,0
Safari,mobile,6/13/13,21087,236,355
Safari,desktop,6/13/13,14623,670,1254
Chrome,desktop,6/13/13,8112,217,418
Chrome,mobile,6/13/13,2890,93,149
Safari (in-app),mobile,6/13/13,2718,13,27
Chrome,tablet,6/13/13,861,24,44
Firefox,desktop,6/13/13,657,21,20
Samsung Internet,mobile,6/13/13,306,4,3
Android Webview,mobile,6/13/13,283,0,0
Safari (in-app),tablet,6/13/13,217,0,0
Amazon Silk,tablet,6/13/13,115,4,1
Firefox,mobile,6/13/13,60,0,0
Samsung Internet,tablet,6/13/13,33,3,7
Internet Explorer,tablet,6/13/13,29,0,0
Amazon Silk,mobile,6/13/13,21,0,1
Opera,desktop,6/13/13,18,0,0
Android Browser,tablet,6/13/13,15,0,0
error,desktop,6/13/13,13,0,0
Android Webview,tablet,6/13/13,8,0,0
Edge,mobile,6/13/13,7,0,0
Coc Coc,desktop,6/13/13,3,0,0
Mozilla,desktop,6/13/13,3,0,0
YaBrowser,mobile,6/13/13,3,0,0
BlackBerry,mobile,6/13/13,2,0,0
Edge,tablet,6/13/13,1,0,0
Maxthon,desktop,6/13/13,1,0,0
(not set),tablet,6/13/13,0,0,0
Opera Mini,mobile,6/13/13,0,0,0
SeaMonkey,desktop,6/13/13,0,0,0
Safari,mobile,6/14/13,28560,458,817
Chrome,desktop,6/14/13,25622,671,1327
Safari,desktop,6/14/13,8237,252,544
Internet Explorer,desktop,6/14/13,1654,39,102
Chrome,mobile,6/14/13,1635,18,14
Safari (in-app),tablet,6/14/13,1218,18,30
Android Webview,mobile,6/14/13,853,2,0
Samsung Internet,mobile,6/14/13,441,0,1
Edge,desktop,6/14/13,322,21,38
Internet Explorer,tablet,6/14/13,266,7,5
Chrome,tablet,6/14/13,208,2,10
Amazon Silk,tablet,6/14/13,87,3,6
Samsung Internet,tablet,6/14/13,47,0,0
Android Webview,tablet,6/14/13,45,0,0
Firefox,mobile,6/14/13,27,0,0
BlackBerry,mobile,6/14/13,19,0,0
Opera,desktop,6/14/13,16,0,0
DESKTOP,desktop,6/14/13,12,0,0
error,desktop,6/14/13,7,0,0
SeaMonkey,desktop,6/14/13,7,0,6
Android Browser,mobile,6/14/13,5,0,0
Mozilla,desktop,6/14/13,4,0,0
Safari (in-app),desktop,6/14/13,4,0,0
Edge,mobile,6/14/13,2,0,0
Opera Mini,mobile,6/14/13,2,0,0
Android Browser,tablet,6/14/13,1,0,0
Opera,tablet,6/14/13,1,0,0
Maxthon,desktop,6/14/13,0,0,0
UC Browser,mobile,6/14/13,0,0,0
Safari,mobile,6/15/13,7095,218,523
Firefox,desktop,6/15/13,3674,114,179
Chrome,mobile,6/15/13,3539,109,187
Chrome,desktop,6/15/13,3505,90,189
Safari,desktop,6/15/13,2160,103,176
Safari (in-app),mobile,6/15/13,2119,6,7
Chrome,tablet,6/15/13,1317,10,18
Android Webview,mobile,6/15/13,701,0,0
Internet Explorer,tablet,6/15/13,451,23,33
Edge,desktop,6/15/13,423,7,26
Safari (in-app),tablet,6/15/13,116,0,0
Amazon Silk,tablet,6/15/13,109,0,0
Samsung Internet,mobile,6/15/13,107,0,0
